BLADE_TYPE,COMMENTS,FACING_CD,FLD_SRC_TXT,INSTDATE,MATERIAL,PL_TY,REUSE,SGN_COUNT_NO,SGN_STA_CD,SIGN_TXT,STA_CD,SIZE_CD,SUPPORTTYPE,UNITID,TE_SIGNLOCATION_UNITID,POINT,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
Park Plus,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"4 HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110223120,1109526387,POINT (-114.053814119709 51.042038924552),14,3,260,5
Park Plus,,SW,Field Estimate,7/7/2016,High Intensity,SG_40-05,,4,A,"2HR, 0900-1800, M-SAT, PAY REQD, AR",R,30X45,Signpole,1110005465,1110005342,POINT (-114.055727884593 51.041232817723),14,3,260,5
Pedestrian,,W,Field Estimate,3/19/2019,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110193044,1110193043,POINT (-114.086134131611 50.924409675248),5,1,32,6
Timed Parking,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"9HR, 0900-1800, SAT, AR",A,SPECIAL,Signpole,1110202874,1110202120,POINT (-114.048475664899 51.04174221071),14,3,260,5
Park Plus,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"4 HR, 0900-1800, M-F, PAY REQD, AL",A,SPECIAL,Signpole,1110223122,1109526373,POINT (-114.05423120852 51.042027593481),14,3,260,5
Parking Restrictions,,SE,Field Estimate,7/3/2009,High Intensity,SG_40-05,,4,A,"3HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Signpole,1109526280,1109037814,POINT (-114.055503716401 51.042220227826),14,3,260,5
Pedestrian,,N,Field Estimate,1/28/2020,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110254492,1110254490,POINT (-113.971166842688 50.870224008384),4,3,294,8
Guide / Information,,N,Field Estimate,4/12/2017,High Intensity,,,5,A,FLAMING C,R,SPECIAL,Streetlightstandard,1110069509,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Regulatory,,S,,,,,,1,R,,R,,,1109165090,1109089747,POINT (-114.048317743805 50.968360338035),10,3,174,5
Parking Restrictions,,SE,Field Estimate,4/9/2009,High Intensity,SG_40-12,,3,A,,A,30X45,Signpole,1109409327,1109409325,POINT (-114.08189237394 51.041051810825),14,1,260,2
Park Plus,,NE,Field Estimate,7/3/2009,Engineer Grade,SG_40-05,,4,A,"14"" ZONE 3464, AR (G GREEN)",A,,Signpole,1109526372,1109526369,POINT (-114.054521552678 51.042063178225),14,3,260,5
Warning,,SE,Field Estimate,9/12/2018,High Intensity,SG_40-57,,1,A,DELINEATOR,A,,Signpole,1110271360,1110172246,POINT (-113.937530666948 50.910688854684),4,3,96,8
Park Plus,,NE/SW,Field Estimate,,,SG_40-05,,4,A,3494 AL BLUE,A,35X20,Signpole,1110174515,1110155340,POINT (-114.048439284793 51.041591086715),14,3,260,5
Yield,,S,Field Estimate,3/19/2019,Diamond Grade,,,1,A,,A,60X60,Streetlightstandard,1110193022,1110193021,POINT (-114.085582308665 50.924229747649),5,1,32,6
Pedestrian,,W,Field Estimate,6/8/2009,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1109525986,1109031487,POINT (-114.151952438448 51.108501176476),7,2,38,4
Park Plus,,NW,Field Estimate,12/2/2015,High Intensity,SG_40-05,,4,A,3194,A,35X20,Signpole,1109984196,1109984193,POINT (-114.053927623401 51.042987109727),14,3,260,5
Timed Parking,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"9HR, 0900-1800, SAT, AR",A,SPECIAL,Signpole,1110202116,1110155345,POINT (-114.048449129653 51.041446154562),14,3,260,5
Guide / Information,,W,Field Estimate,10/21/2011,High Intensity,SG_40-05,,4,A,,R,60X60,Signpole,1109675570,1109037640,POINT (-114.055654536932 51.043032877791),14,3,260,5
Pedestrian,,N,Field Estimate,1/28/2020,High Intensity,,,3,A,,A,60X75,Streetlightstandard,1110254488,1110254481,POINT (-113.971476073956 50.870244064641),4,3,294,8
Parking Restrictions,,NW,Field Estimate,7/14/2009,Engineer Grade,SG_40-05,,4,A,"14"" ZONE 3193 AR (D.GREY)",R,SPECIAL,Signpole,1109536788,1109037642,POINT (-114.055178155795 51.043022527237),14,3,260,5
Pedestrian,,,GPS,8/18/2016,Diamond Grade,SG_40-06,,0,R,PED SLEEVE,R,SPECIAL,Signpole,1110021190,1109715409,POINT (-113.935846779803 50.91136221419),4,3,96,8
Parking Restrictions,,NE,Field Estimate,7/3/2009,High Intensity,,,5,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Streetlightstandard,1109526407,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Regulatory,,S,Field Estimate,3/19/2019,High Intensity,SG_40-45,,1,A,,A,45X60,Signpole,1110193054,1110193053,POINT (-114.085721470826 50.924099573095),5,1,32,6
Pedestrian,,SW,GPS,8/22/2012,High Intensity,SG_40-06,,0,R,,R,60X75,Signpole,1109715480,1109715479,POINT (-113.937287504254 50.910545923606),4,3,96,8
Parking Restrictions,,S,Field Estimate,1/6/2020,High Intensity,SG_40-06,,1,A,NPAT AR,A,30X30,Signpole,1110250389,1110250388,POINT (-114.167855580012 51.050801303068),1,1,67,14
Street Name,,S,,7/1/2002,High Intensity,SG_40-99,,1,A,,A,30XL,,1109143610,1109034795,POINT (-114.095013728465 50.961707092015),8,1,7,5
Timed Parking,,NW,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"2HR 0900-1800, M-F, PAY REQD, AL",A,SPECIAL,Signpole,1110202000,1109037640,POINT (-114.055654536932 51.043032877791),14,3,260,5
Parking Restrictions,,NW,Field Estimate,12/13/2018,High Intensity,SG_40-06,,1,A,,A,30X30,Signpole,1110191176,1110191175,POINT (-114.023020007603 50.860785773138),6,3,99,13
Parking Restrictions,,SW,,,,,,0,R,,R,30X30,Streetlightstandard,1110209661,1110209660,POINT (-114.012994573517 50.863959115045),6,3,135,13
Timed Parking,,SE,Field Measurement,7/3/2009,High Intensity,SG_40-05,,4,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Signpole,1109526349,1109526347,POINT (-114.053803742862 51.04217804912),14,3,260,5
Park Plus,,NW,Field Estimate,12/2/2015,High Intensity,SG_40-05,,4,A,"2HR, 0900-1800, M-SAT, PAY REQD, AR",R,30X45,Signpole,1109984195,1109984193,POINT (-114.053927623401 51.042987109727),14,3,260,5
Parking Restrictions,,SE,,7/1/2005,,SG_40-05,,4,A,,R,30X30,Signpole,1109142502,1109075270,POINT (-114.054691714515 51.04220569844),14,3,260,5
Park Plus,,SE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"4HR, 0900-1800, SAT, AL",A,SPECIAL,Signpole,1110223141,1109037815,POINT (-114.055280276146 51.042213287566),14,3,260,5
Park Plus,,SW,Field Estimate,6/15/2016,Engineer Grade,SG_40-05,,4,A,"14"" ZONE 3475, AR (GRASS GREEN)",A,35X20,Signpole,1110004077,1110004076,POINT (-114.055804798368 51.041611955632),14,3,260,5
Parking Restrictions,,NE,,12/31/2019,,SG_40-06,,1,A,,A,,Signpole,1109189477,1109077471,POINT (-113.943828463599 51.10530753012),9,4,56,1
Timed Parking,,NE,Field Estimate,1/17/2019,High Intensity,SG_40-12,,4,A,"3HR, 0900-1800, SAT, AL",A,SPECIAL,Signpole,1110202035,1109286986,POINT (-114.053560201853 51.041868885223),14,3,260,5
Regulatory,,E,,7/1/2004,,,,2,A,,A,90X90,,1109176428,1109093302,POINT (-114.095610802544 50.961516338829),8,1,127,5
Guide / Information,,SE,Field Estimate,9/17/2008,High Intensity,SG_40-06,,6,A,NPAT EX. BY PERMIT 10 AV N DA,R,SPECIAL,Signpole,1109381192,1109068458,POINT (-114.054597407774 51.043149031148),14,3,260,5
Timed Parking,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"9HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110202115,1110155345,POINT (-114.048449129653 51.041446154562),14,3,260,5
Timed Parking,,NE,Field Estimate,1/16/2019,High Intensity,,,5,A,"3HR, 0900-1800, SAT, AR",A,SPECIAL,Streetlightstandard,1110202037,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Timed Parking,,NW,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"2HR, 0900-1800, SAT, AL",A,SPECIAL,Signpole,1110201985,1109536802,POINT (-114.054131679065 51.042991528245),14,3,260,5
Regulatory,,E,,7/28/2016,,,,2,A,KRMS,A,,,1109181845,1109093302,POINT (-114.095610802544 50.961516338829),8,1,127,5
Parking Restrictions,,NW,Field Estimate,7/14/2009,High Intensity,SG_40-05,,4,A,NPAT AL,R,30X30,Signpole,1109536787,1109037642,POINT (-114.055178155795 51.043022527237),14,3,260,5
Warning,,W,Field Estimate,6/2/2015,High Intensity,SG_40-99,,2,A,,R,60X60,Signpole,1109956350,1109046527,POINT (-114.055583840202 51.043034570939),14,3,260,5
Park Plus,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"4HR, 0900-1800, M-F. PAY REQD, AL",A,SPECIAL,Signpole,1110223130,1110014134,POINT (-114.055532682212 51.042082859862),14,3,260,5
Pedestrian,,N,Field Estimate,3/19/2019,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110193058,1110193055,POINT (-114.085710989664 50.924188758115),5,1,32,6
Warning,,E,Field Estimate,3/19/2019,High Intensity,SG_40-09,,1,A,,A,150X60,Signpole,1110193117,1110193116,POINT (-114.085641796348 50.924447261033),5,1,32,6
Timed Parking,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-12,,4,A,"3HR, 0900-1800, M-FRI, PAY REQD, AL",A,SPECIAL,Signpole,1110202038,1109286992,POINT (-114.053588296099 51.041538585755),14,3,260,5
Parking Restrictions,,SE,Field Estimate,5/21/2019,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1109526327,1109037815,POINT (-114.055280276146 51.042213287566),14,3,260,5
Pedestrian,,S,Field Estimate,1/28/2020,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110254493,1110254490,POINT (-113.971166842688 50.870224008384),4,3,294,8
Timed Parking,,NE,Field Estimate,,,SG_40-05,,4,A,"3 HR, 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110202094,1109526373,POINT (-114.05423120852 51.042027593481),14,3,260,5
Parking Restrictions,,NW,Field Estimate,12/4/2015,High Intensity,SG_40-27,,0,R,,R,30X45,Signpole,1109983502,1109983500,POINT (-114.080442899819 51.045978095555),14,1,262,2
Street Name,,E,,7/1/2007,High Intensity,,,3,A,,A,30XL,,1109179753,1109061847,POINT (-114.133565361905 51.08978465512),7,2,50,4
Snow Route,,W,Field Estimate,7/23/2012,High Intensity,SG_40-99,,2,A,NS SNOW ROUTE 2100-0600,A,SPECIAL,Signpole,1109682165,1109046527,POINT (-114.055583840202 51.043034570939),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/3/2009,High Intensity,SG_40-05,,4,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AR",R,,Signpole,1109526388,1109526387,POINT (-114.053814119709 51.042038924552),14,3,260,5
Pedestrian,,W,Field Estimate,8/2/2017,High Intensity,SG_40-05,,2,A,,R,60X75,Signpole,1109588980,1109588978,POINT (-114.050415908751 51.047132018374),7,3,65,7
Guide / Information,,W,,7/1/2006,High Intensity,,,0,R,CITY CENTRE SHAGANAPPI TR EXIT 300M,R,SPECIAL,Sidemount,1109208609,1109053047,POINT (-114.157720221622 51.067562379412),13,2,24,7
Pedestrian,,E,GPS,11/4/2015,High Intensity,,,1,A,,R,60X75,Streetlightstandard,1109966598,1109597751,POINT (-114.214280914094 51.015109353986),1,1,165,14
Park Plus,,SE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"4HR, 0900-1800, SAT, AR",A,SPECIAL,Signpole,1110223143,1109037814,POINT (-114.055503716401 51.042220227826),14,3,260,5
Pedestrian,,E,GPS,9/22/2016,High Intensity,SG_40-06,,2,A,,A,60X75,Signpole,1110025249,1110025248,POINT (-114.213668135996 51.056866963585),1,1,114,14
Warning,,N,Field Estimate,3/19/2019,High Intensity,SG_40-09,,1,A,,A,150X60,Signpole,1110193107,1110193104,POINT (-114.085760356361 50.92445431022),5,1,32,6
Timed Parking,,NE,Field Estimate,,,SG_40-05,,5,A,"3HR, 0900-1800, SAT, AL",R,SPECIAL,Signpole,1110202089,1109526365,POINT (-114.05482783026 51.042066551734),14,3,260,5
Snow Route,,SE,Field Measurement,11/1/2011,High Intensity,SG_40-05,,4,A,,R,SPECIAL,Signpole,1109682181,1109526347,POINT (-114.053803742862 51.04217804912),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/3/2009,High Intensity,SG_40-12,,4,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AL",R,,Signpole,1109526409,1109286992,POINT (-114.053588296099 51.041538585755),14,3,260,5
Warning,,S,,4/24/2019,High Intensity,SG_40-08,,2,A,,A,45X90,Signpole,1110263196,1109056340,POINT (-114.070493656611 50.949445779627),6,3,267,13
Stop,,S,GPS,12/5/2018,Diamond Grade,SG_40-05,,4,A,4-WAY,A,40X25,Signpole,1110196149,1109588983,POINT (-114.050531619574 51.046973247528),7,3,65,7
Guide / Information,,N,Field Estimate,4/15/2015,,,,5,A,,R,SPECIAL,Streetlightstandard,1109953122,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Pedestrian,,S,Field Estimate,3/19/2019,High Intensity,SG_40-06,,1,A,,A,60X75,Signpole,1110193061,1110193060,POINT (-114.085620003627 50.92417814124),5,1,32,6
Timed Parking,,SE,Field Estimate,,,SG_40-05,,4,A,"3HR, 0900-1800, SAT, AL",R,SPECIAL,Signpole,1110202064,1109037815,POINT (-114.055280276146 51.042213287566),14,3,260,5
Warning,,W,,,,,,0,R,,R,75X75,Streetlightstandard,1110189455,1110189454,POINT (-114.094070178041 50.96152517179),8,1,7,5
Timed Parking,,NW,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"2HR, 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110201980,1109984193,POINT (-114.053927623401 51.042987109727),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/21/2016,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1110014135,1110014134,POINT (-114.055532682212 51.042082859862),14,3,260,5
Park Plus,,SE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,5,A,"4HR, 0900-1800, SAT, AL",A,SPECIAL,Signpole,1110223133,1109526352,POINT (-114.053723618335 51.042175678526),14,3,260,5
Park Plus,,SE,Field Estimate,9/3/2019,Engineer Grade,SG_40-05,,4,A,"14"" ZONE 3199, AR (G GREEN)",A,,Signpole,1109526281,1109037814,POINT (-114.055503716401 51.042220227826),14,3,260,5
Pedestrian,,SW,Field Estimate,9/12/2018,High Intensity,SG_40-05,,2,A,,A,60X75,Signpole,1110172194,1110172191,POINT (-113.9373185689 50.910574110269),4,3,96,8
Park Plus,,SE,Field Estimate,7/14/2009,Engineer Grade,SG_40-06,,6,A,"14"" ZONE 2951 DA (D.GREEN)",A,SPECIAL,Signpole,1109536763,1109068458,POINT (-114.054597407774 51.043149031148),14,3,260,5
Timed Parking,,SW,Field Estimate,,,SG_40-05,,4,A,"2HR, 0900-1800, SAT, AR",R,SPECIAL,Signpole,1110202054,1110005342,POINT (-114.055727884593 51.041232817723),14,3,260,5
Timed Parking,,NW,Field Estimate,1/16/2019,High Intensity,,,4,A,"2HR 0900-1800, M-F, PAY REQD, AR",A,SPECIAL,Signpole,1110201998,1109037641,POINT (-114.055327724543 51.043027506964),14,3,260,5
Warning,,N,Field Estimate,7/24/2019,High Intensity,SG_40-05,,2,A,,A,75X75,Signpole,1110001275,1110001274,POINT (-114.051752095982 50.91478843905),6,3,263,13
Timed Parking,,SE,Field Estimate,,,SG_40-05,,4,A,"3 HR, 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110202063,1109037815,POINT (-114.055280276146 51.042213287566),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/17/2008,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1109286995,1109286994,POINT (-114.053597489366 51.04135079758),14,3,260,5
Park Plus,,NW,Field Estimate,2/18/2015,High Intensity,SG_40-05,,4,A,"2HR, 0900-1800, M-SAT, PAY REQD, AL",R,30X60,Signpole,1109943046,1109037642,POINT (-114.055178155795 51.043022527237),14,3,260,5
Parking Restrictions,,N,Field Estimate,7/24/2019,High Intensity,SG_40-05,,2,A,,A,30X45,Signpole,1110001276,1110001274,POINT (-114.051752095982 50.91478843905),6,3,263,13
Disabled Parking,,NW,Field Estimate,12/4/2015,High Intensity,SG_40-05,,0,R,,R,45X60,Signpole,1109983507,1109983505,POINT (-114.080509391647 51.045959913885),14,1,262,2
Regulatory,,W,Field Estimate,12/4/2015,High Intensity,SG_40-27,,0,R,KEEP LEFT EXCEPT BICYCLES,R,SPECIAL,Signpole,1109983501,1109983500,POINT (-114.080442899819 51.045978095555),14,1,262,2
Pedestrian,,E,GPS,6/16/2017,High Intensity,SG_40-05,,0,R,Fluorescent Yellow Green PED SIGN (RTL),R,SPECIAL,Signpole,1110083796,1109536932,POINT (-114.150052890764 51.012549414694),1,1,142,14
Parking Restrictions,,SW,Field Estimate,5/10/2017,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1110069937,1110069905,POINT (-114.054856809455 51.041209585902),14,3,260,5
Park Plus,,NE,Field Estimate,7/3/2009,Engineer Grade,SG_40-05,,4,A,"14"" ZONE 3464, AR (G GREEN)",A,,Signpole,1109526390,1109526387,POINT (-114.053814119709 51.042038924552),14,3,260,5
Parking Restrictions,,NE,Field Estimate,1/28/2020,High Intensity,,,3,A,NSAT AR,A,30X30,Streetlightstandard,1110254768,1110254481,POINT (-113.971476073956 50.870244064641),4,3,294,8
Regulatory,,NW,Field Estimate,4/25/2019,High Intensity,SG_40-05,,2,A,"LEFT TURN PROHIBITED, EXEPT CT",A,60X60,Signpole,1110217894,1109979069,POINT (-113.999129513177 50.95303897847),4,3,162,8
Park Plus,,NE,Field Estimate,7/3/2009,Engineer Grade,SG_40-05,,5,A,"14"" ZONE 3464, AL (G GREEN)",A,,Signpole,1109526368,1109526365,POINT (-114.05482783026 51.042066551734),14,3,260,5
Parking Restrictions,,NE,Field Estimate,9/26/2018,High Intensity,SG_40-05,,4,A,,A,30X60,Signpole,1110175208,1109036020,POINT (-114.061633599789 51.047322751464),7,3,262,7
Park Plus,,NE/SW,Field Estimate,7/21/2016,Engineer Grade,SG_40-05,,4,A,ZONE 3464 AR GRASS GREEN,A,35X20,Signpole,1110014132,1110014130,POINT (-114.055113007297 51.042076844805),14,3,260,5
Timed Parking,,SW,GPS,6/15/2017,High Intensity,,,2,A,1HR 0700-1700 DA,A,30X45,Streetlightstandard,1110080167,1110080166,POINT (-114.10933785457 51.024260938458),14,1,207,2
Park Plus,,NE,Field Estimate,7/3/2009,Engineer Grade,,,5,A,"14"" ZONE 3468, AR (G GREEN)",A,,Streetlightstandard,1109526408,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Street Name,,N/S,Field Estimate,4/26/2018,High Intensity,,,1,A,14 AV SW,A,30XL,Trunk,1110144711,1110144710,POINT (-114.081523843881 51.040148055582),14,1,260,2
Pedestrian,,E,Field Estimate,3/19/2019,High Intensity,SG_40-06,,1,A,,A,60X75,Signpole,1110193015,1110193014,POINT (-114.085219619377 50.924458378477),5,1,32,6
Warning,,E,Field Estimate,3/19/2019,High Intensity,SG_40-06,,1,A,,A,90X90,Signpole,1110193126,1110193125,POINT (-114.084340300043 50.924250247533),5,1,32,6
Regulatory,,S,GPS,9/22/2017,High Intensity,,,2,A,RESERVED BIKE LANE ADL,A,SPECIAL,Streetlightstandard,1110108008,1110080166,POINT (-114.10933785457 51.024260938458),14,1,207,2
Park Plus,,SW,Field Estimate,1/17/2019,High Intensity,SG_40-05,,4,A,"4HR, 0900-1800, M-F, PAY REQD, AL",A,SPECIAL,Signpole,1110225577,1110069905,POINT (-114.054856809455 51.041209585902),14,3,260,5
Pedestrian,,S,Field Estimate,1/28/2020,High Intensity,,,3,A,,A,60X75,Streetlightstandard,1110254487,1110254481,POINT (-113.971476073956 50.870244064641),4,3,294,8
Pedestrian,,N,Field Estimate,3/19/2019,High Intensity,SG_40-06,,1,A,,A,60X75,Signpole,1110193033,1110193032,POINT (-114.085839388256 50.924627473547),5,1,32,6
Regulatory,,E,,7/1/2005,High Intensity,,,3,A,,A,90X90,,1109144946,1109061847,POINT (-114.133565361905 51.08978465512),7,2,50,4
Regulatory,,N,Field Estimate,3/19/2019,High Intensity,SG_40-45,,1,A,,A,45X60,Signpole,1110193031,1110193028,POINT (-114.085748496631 50.924743753931),5,1,32,6
Street Name,,N/S,Field Estimate,4/26/2018,High Intensity,,,1,A,14 AV SW,A,30XL,Trunk,1110144723,1110144722,POINT (-114.081840006409 51.039979655424),14,1,260,2
Park Plus,,SE,,1/16/2019,High Intensity,SG_40-05,,4,A,"4HR, 0900-1800, SAT, AL",A,SPECIAL,Signpole,1110223137,1109075270,POINT (-114.054691714515 51.04220569844),14,3,260,5
Parking Restrictions,,NE,,7/1/2002,High Intensity,SG_40-12,,2,A,,A,30X30,Signpole,1109141244,1109075075,POINT (-113.976598827091 51.000459183832),10,3,159,11
Parking Restrictions,,NE,Field Estimate,7/3/2009,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1109526371,1109526369,POINT (-114.054521552678 51.042063178225),14,3,260,5
Park Plus,,NW/SE,Field Estimate,2/21/2019,Engineer Grade,SG_40-12,,3,A,3591 AL GREEN,A,35X20,Signpole,1110210363,1109409325,POINT (-114.08189237394 51.041051810825),14,1,260,2
Park Plus,,NW/SE,Field Estimate,7/29/2015,Engineer Grade,SG_40-12,,3,A,3592 AL D GREY,R,35X20,Signpole,1109963391,1109409325,POINT (-114.08189237394 51.041051810825),14,1,260,2
Timed Parking,,NW,Field Estimate,1/16/2019,High Intensity,SG_40-99,,5,A,"2HR, 0900-1800, SAT, AR",A,SPECIAL,Signpole,1110201987,1109064485,POINT (-114.054330276081 51.042997232679),14,3,260,5
Parking Restrictions,,NE,Field Estimate,7/3/2009,High Intensity,SG_40-05,,4,A,,A,30X45,Signpole,1109526378,1109526373,POINT (-114.05423120852 51.042027593481),14,3,260,5
Park Plus,,SE,Field Estimate,4/9/2009,Engineer Grade,SG_40-12,,3,A,"14"" ZONE 3591, AL (G GREEN)",R,,Signpole,1109409328,1109409325,POINT (-114.08189237394 51.041051810825),14,1,260,2
Parking Restrictions,,NW,GPS,11/4/2015,High Intensity,,,1,A,,A,30X30,Streetlightstandard,1109971492,1109597751,POINT (-114.214280914094 51.015109353986),1,1,165,14
Timed Parking,,SE,Field Estimate,,,SG_40-05,,4,A,"3HR, 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110202065,1109037816,POINT (-114.054985077234 51.042213328828),14,3,260,5
Warning,,SE,Field Estimate,9/12/2018,High Intensity,SG_40-57,,1,A,DELINEATOR,A,,Signpole,1110271356,1110172248,POINT (-113.935972288165 50.91137685128),4,3,96,8
Timed Parking,,NE,Field Estimate,,,SG_40-05,,4,A,"3 HR, 0900-1800, M-F, PAY REQD, AR",R,SPECIAL,Signpole,1110202092,1109526369,POINT (-114.054521552678 51.042063178225),14,3,260,5
Parking Restrictions,,NE,Field Estimate,1/16/2019,High Intensity,SG_40-05,,4,A,"NPAT, AL + TOW AWAY",A,30X45,Signpole,1110202121,1110202120,POINT (-114.048475664899 51.04174221071),14,3,260,5
Pedestrian,,E,Field Estimate,3/19/2019,High Intensity,,,3,A,,A,60X75,Streetlightstandard,1110193017,1110193016,POINT (-114.085379038027 50.924391993721),5,1,32,6
Timed Parking,,SE,,,,SG_40-05,,4,A,"3 HR, 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110202068,1109075270,POINT (-114.054691714515 51.04220569844),14,3,260,5
Parking Restrictions,,NE,Field Estimate,12/13/2018,High Intensity,SG_40-05,,1,A,,A,30X30,Signpole,1110191056,1110191054,POINT (-114.021733398223 50.860503589391),6,3,99,13
Yield,,W,Field Estimate,3/19/2019,Diamond Grade,SG_40-06,,1,A,,A,60X60,Signpole,1110193049,1110193048,POINT (-114.085935885102 50.924313569817),5,1,32,6
Parking Restrictions,,NE,Field Estimate,7/17/2008,High Intensity,,,5,A,,A,30X45,Streetlightstandard,1109286991,1109286989,POINT (-114.05359684483 51.04162886668),14,3,260,5
Timed Parking,,SE,,,,SG_40-05,,4,A,"3HR, 0900-1800, SAT, AL",R,SPECIAL,Signpole,1110202069,1109075270,POINT (-114.054691714515 51.04220569844),14,3,260,5
Timed Parking,,NE,Field Estimate,,,SG_40-05,,5,A,"3HR, 0900-1800, M-F, PAY REQD, AL",R,SPECIAL,Signpole,1110202088,1109526365,POINT (-114.05482783026 51.042066551734),14,3,260,5
Yield,,NW,Field Estimate,7/1/2005,High Intensity,,,4,A,,R,30X75,Signpole,1109115345,1109037641,POINT (-114.055327724543 51.043027506964),14,3,260,5
Park Plus,,NE,Field Estimate,7/3/2009,Engineer Grade,SG_40-12,,4,A,"14"" ZONE 3468, AL (G GREEN)",A,,Signpole,1109526406,1109286986,POINT (-114.053560201853 51.041868885223),14,3,260,5
Park Plus,,SW,Field Estimate,7/7/2016,Engineer Grade,SG_40-05,,4,A,"ZONE 3471, AR (BLUE)",A,35X20,Signpole,1110005466,1110005342,POINT (-114.055727884593 51.041232817723),14,3,260,5
Timed Parking,,SE,Field Measurement,,,SG_40-05,,4,A,"3HR, 0900-1800, SAT, AR",R,SPECIAL,Signpole,1110202071,1109526347,POINT (-114.053803742862 51.04217804912),14,3,260,5
Park Plus,,NE,Field Estimate,7/20/2018,High Intensity,SG_40-05,,4,A,"9HR, 0900-1800, M-SAT, PAY REQD, AL",R,30X60,Signpole,1110155344,1110155340,POINT (-114.048439284793 51.041591086715),14,3,260,5
Parking Restrictions,,SE,Field Estimate,4/9/2009,High Intensity,SG_40-12,,3,A,"3 HR, 0900-1800, M-SAT, PAY REQD, AL",R,,Signpole,1109409326,1109409325,POINT (-114.08189237394 51.041051810825),14,1,260,2
Pedestrian,,E,GPS,6/17/2009,High Intensity,SG_40-05,,0,R,,R,60X75,Signpole,1109536933,1109536932,POINT (-114.150052890764 51.012549414694),1,1,142,14
Street Name,,SW,Field Estimate,1/27/2020,High Intensity,,,1,A,"85 AVE SE (AL), 86 AVE SE (AR)",A,106XL,Streetlightstandard,1110188561,1110188560,POINT (-114.00060049894 50.975400094907),10,3,162,8
